#########################################################################
:FileType xy  ASCII  EnSim 1.0
# Canadian Hydraulics Centre/National Research Council (c) 1998-2012
# DataType                 XY DataObject
#
:Application              BlueKenue
1.68022 2.24446
1.69022 2.24131
1.70022 2.23816
1.71022 2.23502
1.72022 2.23187
1.73022 2.22872
1.74022 2.22558
1.75022 2.22243
1.76023 2.21928
1.77023 2.21613
1.78023 2.21299
1.79023 2.20984
1.80023 2.20669
1.81023 2.20355
1.82023 2.2004
1.83023 2.19725
1.84024 2.19411
1.85024 2.19096
1.86024 2.18781
1.87024 2.18466
1.88024 2.18152
1.89024 2.17837
1.90024 2.17522
1.91024 2.17208
1.92025 2.16893
1.93025 2.16578
1.94025 2.16263
1.95025 2.15949
1.96025 2.15634
1.97025 2.15319
1.98025 2.15005
1.99026 2.1469
2.00026 2.14375
2.01026 2.14061
2.02026 2.13746
2.03026 2.13431
2.04026 2.13116
2.05026 2.12802
2.06026 2.12487
2.07027 2.12172
2.08027 2.11858
2.09027 2.11543
2.10027 2.11228
2.11027 2.10914
2.12027 2.10599
2.13027 2.10284
2.14027 2.09969
2.15028 2.09655
2.16028 2.0934
2.17028 2.09025
2.18028 2.08711
2.19028 2.08396
2.20028 2.08081
2.21028 2.07767
2.22028 2.07452
2.23029 2.07137
2.24029 2.06822
2.25029 2.06508
2.26029 2.06193
2.27029 2.05878
2.28029 2.05564
2.29029 2.05249
2.30029 2.04934
2.3103 2.0462
2.3203 2.04305
2.3303 2.0399
2.3403 2.03675
2.3503 2.03361
2.3603 2.03046
2.3703 2.02731
2.38031 2.02417
2.39031 2.02102
2.40031 2.01787
2.41031 2.01473
2.42031 2.01158
2.43031 2.00843
2.44031 2.00528
2.45031 2.00214
2.46032 1.99899
2.47032 1.99584
2.48032 1.9927
2.49032 1.98955
2.50032 1.9864
2.51032 1.98326
2.52032 1.98011
2.53032 1.97696
2.54033 1.97381
2.55033 1.97067
2.56033 1.96752
2.57033 1.96437
2.58033 1.96123
2.59033 1.95808
2.60033 1.95493
2.61033 1.95178
2.62034 1.94864
2.63034 1.94549
2.64034 1.94234
2.65034 1.9392
2.66034 1.93605
2.67034 1.9329
2.68034 1.92976
2.69034 1.92661
2.70035 1.92346
2.71035 1.92031
2.72035 1.91717
2.73035 1.91402
2.74035 1.91087
2.75035 1.90773
2.76035 1.90458
2.77036 1.90143
2.78036 1.89829
2.79036 1.89514
2.80036 1.89199
2.81036 1.88884
2.82036 1.8857
2.83036 1.88255
2.84036 1.8794
2.85037 1.87626
2.86037 1.87311
2.87037 1.86996
2.88037 1.86682
2.89037 1.86367
2.90037 1.86052
2.91037 1.85737
2.92037 1.85423
2.93038 1.85108
2.94038 1.84793
2.95038 1.84479
2.96038 1.84164
2.97038 1.83849
2.98038 1.83535
2.99038 1.8322
3.00038 1.82905
3.01039 1.8259
3.02039 1.82276
3.03039 1.81961
3.04039 1.81646
3.05039 1.81332
3.06039 1.81017
3.07039 1.80702
3.08039 1.80388
3.0904 1.80073
3.1004 1.79758
3.1104 1.79443
3.1204 1.79129
3.1304 1.78814
3.1404 1.78499
3.1504 1.78185
3.16041 1.7787
3.17041 1.77555
3.18041 1.77241
3.19041 1.76926
3.20041 1.76611
3.21041 1.76296
3.22041 1.75982
3.23041 1.75667
3.24042 1.75352
3.25042 1.75038
3.26042 1.74723
3.27042 1.74408
3.28042 1.74094
3.29042 1.73779
3.30042 1.73464
3.31042 1.7315
3.32043 1.72835
3.33043 1.7252
3.34043 1.72205
3.35043 1.71891
3.36043 1.71576
3.37043 1.71261
3.38043 1.70947
3.39043 1.70632
3.40044 1.70317
3.41044 1.70003
3.42044 1.69688
3.43044 1.69373
3.44044 1.69058
3.45044 1.68744
3.46044 1.68429
3.47044 1.68114
3.48045 1.678
3.49045 1.67485
3.50045 1.6717
3.51045 1.66856
3.52045 1.66541
3.53045 1.66226
3.54045 1.65911
3.55046 1.65597
3.56046 1.65282
3.57046 1.64967
3.58046 1.64653
3.59046 1.64338
3.60046 1.64023
3.61046 1.63709
3.62046 1.63394
3.63047 1.63079
3.64047 1.62764
3.65047 1.6245
3.66047 1.62135
3.67047 1.6182
3.68047 1.61506
3.69047 1.61191
3.70047 1.60876
3.71048 1.60562
3.72048 1.60247
3.73048 1.59932
3.74048 1.59617
3.75048 1.59303
3.76048 1.58988
3.77048 1.58673
3.78048 1.58359
3.79049 1.58044
3.80049 1.57729
3.81049 1.57414
3.82049 1.571
3.83049 1.56785
3.84049 1.5647
3.85049 1.56156
3.86049 1.55841
3.8705 1.55526
3.8805 1.55212
3.8905 1.54897
3.9005 1.54582
3.9105 1.54267
3.9205 1.53953
3.9305 1.53638
3.94051 1.53323
3.95051 1.53009
3.96051 1.52694
3.97051 1.52379
3.98051 1.52065
3.99051 1.5175
4.00051 1.51435
4.01051 1.5112
4.02052 1.50806
4.03052 1.50491
4.04052 1.50176
4.05052 1.49862
4.06052 1.49547
4.07052 1.49232
4.08052 1.48918
4.09052 1.48603
4.10053 1.48288
4.11053 1.47973
4.12053 1.47659
4.13053 1.47344
4.14053 1.47029
4.15053 1.46715
4.16053 1.464
4.17053 1.46085
4.18054 1.45771
4.19054 1.45456
4.20054 1.45141
4.21054 1.44826
4.22054 1.44512
4.23054 1.44197
4.24054 1.43882
4.25054 1.43568
4.26055 1.43253
4.27055 1.42938
4.28055 1.42624
4.29055 1.42309
4.30055 1.41994
4.31055 1.41679
4.32055 1.41365
4.33056 1.4105
4.34056 1.40735
4.35056 1.40421
4.36056 1.40106
4.37056 1.39791
4.38056 1.39477
4.39056 1.39162
4.40056 1.38847
4.41057 1.38532
4.42057 1.38218
4.43057 1.37903
4.44057 1.37588
4.45057 1.37274
4.46057 1.36959
4.47057 1.36644
4.48057 1.3633
4.49058 1.36015
4.50058 1.357
4.51058 1.35385
4.52058 1.35071
4.53058 1.34756
4.54058 1.34441
4.55058 1.34127
4.56058 1.33812
4.57059 1.33497
4.58059 1.33183
4.59059 1.32868
4.60059 1.32553
4.61059 1.32238
4.62059 1.31924
4.63059 1.31609
4.64059 1.31294
4.6506 1.3098
4.6606 1.30665
4.6706 1.3035
4.6806 1.30036
4.6906 1.29721
4.7006 1.29406
4.7106 1.29091
4.72061 1.28777
4.73061 1.28462
4.74061 1.28147
4.75061 1.27833
4.76061 1.27518
4.77061 1.27203
4.78061 1.26889
4.79061 1.26574
4.80062 1.26259
4.81062 1.25944
4.82062 1.2563
4.83062 1.25315
4.84062 1.25
4.85062 1.24686
4.86062 1.24371
4.87062 1.24056
4.88063 1.23742
4.89063 1.23427
4.90063 1.23112
4.91063 1.22797
4.92063 1.22483
4.93063 1.22168
4.94063 1.21853
4.95063 1.21539
4.96064 1.21224
4.97064 1.20909
4.98064 1.20595
4.99064 1.2028
5.00064 1.19965
5.01064 1.1965
5.02064 1.19336
5.03064 1.19021
5.04065 1.18706
5.05065 1.18392
5.06065 1.18077
5.07065 1.17762
5.08065 1.17448
5.09065 1.17133
5.10065 1.16818
5.11066 1.16503
5.12066 1.16189
5.13066 1.15874
5.14066 1.15559
5.15066 1.15245
5.16066 1.1493
5.17066 1.14615
5.18066 1.14301
5.19067 1.13986
5.20067 1.13671
5.21067 1.13356
5.22067 1.13042
5.23067 1.12727
5.24067 1.12412
5.25067 1.12098
5.26067 1.11783
5.27068 1.11468
5.28068 1.11154
5.29068 1.10839
5.30068 1.10524
5.31068 1.10209
5.32068 1.09895
5.33068 1.0958
5.34068 1.09265
5.35069 1.08951
5.36069 1.08636
5.37069 1.08321
5.38069 1.08007
5.39069 1.07692
5.40069 1.07377
5.41069 1.07062
5.42069 1.06748
5.4307 1.06433
5.4407 1.06118
5.4507 1.05804
5.4607 1.05489
5.4707 1.05174
5.4807 1.0486
5.4907 1.04545
5.50071 1.0423
5.51071 1.03915
5.52071 1.03601
5.53071 1.03286
5.54071 1.02971
5.55071 1.02657
5.56071 1.02342
5.57071 1.02027
5.58072 1.01713
5.59072 1.01398
5.60072 1.01083
5.61072 1.00768
5.62072 1.00454
5.63072 1.00139
5.64072 0.998243
5.65072 0.995096
5.66073 0.991949
5.67073 0.988802
5.68073 0.985655
5.69073 0.982508
5.70073 0.979361
5.71073 0.976214
5.72073 0.973067
5.73073 0.96992
5.74074 0.966773
5.75074 0.963626
5.76074 0.960479
5.77074 0.957332
5.78074 0.954185
5.79074 0.951038
5.80074 0.947891
5.81074 0.944744
5.82075 0.941597
5.83075 0.93845
5.84075 0.935303
5.85075 0.932156
5.86075 0.929009
5.87075 0.925862
5.88075 0.922715
5.89076 0.919568
5.90076 0.916421
5.91076 0.913274
5.92076 0.910127
5.93076 0.90698
5.94076 0.903833
5.95076 0.900686
5.96076 0.897539
5.97077 0.894392
5.98077 0.891245
5.99077 0.888098
6.00077 0.884951
6.01077 0.881804
6.02077 0.878657
6.03077 0.87551
6.04077 0.872363
6.05078 0.869216
6.06078 0.866069
6.07078 0.862922
6.08078 0.859775
6.09078 0.856628
6.10078 0.853481
6.11078 0.850334
6.12078 0.847187
6.13079 0.84404
6.14079 0.840893
6.15079 0.837746
6.16079 0.834599
6.17079 0.831452
6.18079 0.828305
6.19079 0.825158
6.20079 0.822011
6.2108 0.818864
6.2208 0.815717
6.2308 0.81257
6.2408 0.809423
6.2508 0.806276
6.2608 0.803129
6.2708 0.799982
6.28081 0.796835
6.29081 0.793688
6.30081 0.790541
6.31081 0.787394
6.32081 0.784247
6.33081 0.7811
6.34081 0.777953
6.35081 0.774806
6.36082 0.771659
6.37082 0.768512
6.38082 0.765365
6.39082 0.762218
6.40082 0.759071
6.41082 0.755924
6.42082 0.752777
6.43082 0.74963
6.44083 0.746483
6.45083 0.743336
6.46083 0.740189
6.47083 0.737042
6.48083 0.733895
6.49083 0.730748
6.50083 0.727601
6.51083 0.724454
6.52084 0.721307
6.53084 0.71816
6.54084 0.715013
6.55084 0.711866
6.56084 0.708719
6.57084 0.705572
6.58084 0.702425
6.59084 0.699278
6.60085 0.696131
6.61085 0.692984
6.62085 0.689837
6.63085 0.68669
6.64085 0.683543
6.65085 0.680396
6.66085 0.677249
6.67086 0.674102
6.68086 0.670955
6.69086 0.667808
6.70086 0.664661
6.71086 0.661514
6.72086 0.658367
6.73086 0.65522
6.74086 0.652073
6.75087 0.648926
6.76087 0.645779
6.77087 0.642632
6.78087 0.639485
6.79087 0.636338
6.80087 0.633191
6.81087 0.630044
6.82087 0.626897
6.83088 0.62375
6.84088 0.620603
6.85088 0.617456
6.86088 0.614309
6.87088 0.611162
6.88088 0.608015
6.89088 0.604868
6.90088 0.601721
6.91089 0.598574
6.92089 0.595427
6.93089 0.59228
6.94089 0.589133
6.95089 0.585986
6.96089 0.582839
6.97089 0.579692
6.98089 0.576545
6.9909 0.573398
7.0009 0.57025
7.0109 0.567103
7.0209 0.563956
7.0309 0.560809
7.0409 0.557662
7.0509 0.554515
7.0609 0.551368
7.07091 0.548221
7.08091 0.545074
7.09091 0.541927
7.10091 0.53878
7.11091 0.535633
7.12091 0.532486
7.13091 0.529339
7.14092 0.526192
7.15092 0.523045
7.16092 0.519898
7.17092 0.516751
7.18092 0.513604
7.19092 0.510457
7.20092 0.50731
7.21092 0.504163
7.22093 0.501016
7.23093 0.497869
7.24093 0.494722
7.25093 0.491575
7.26093 0.488428
7.27093 0.485281
7.28093 0.482134
7.29093 0.478987
7.30094 0.47584
7.31094 0.472693
7.32094 0.469546
7.33094 0.466399
7.34094 0.463252
7.35094 0.460105
7.36094 0.456958
7.37094 0.453811
7.38095 0.450664
7.39095 0.447517
7.40095 0.44437
7.41095 0.441223
7.42095 0.438076
7.43095 0.434929
7.44095 0.431782
7.45095 0.428635
7.46096 0.425488
7.47096 0.422341
7.48096 0.419194
7.49096 0.416047
7.50096 0.4129
7.51096 0.409753
7.52096 0.406606
7.53097 0.403459
7.54097 0.400312
7.55097 0.397165
7.56097 0.394018
7.57097 0.390871
7.58097 0.387724
7.59097 0.384577
7.60097 0.38143
7.61098 0.378283
7.62098 0.375136
7.63098 0.371989
7.64098 0.368842
7.65098 0.365695
7.66098 0.362548
7.67098 0.359401
7.68098 0.356254
7.69099 0.353107
7.70099 0.34996
7.71099 0.346813
7.72099 0.343666
7.73099 0.340519
7.74099 0.337372
7.75099 0.334225
7.76099 0.331078
7.771 0.327931
7.781 0.324784
7.791 0.321637
7.801 0.318489
7.811 0.315342
7.821 0.312195
7.831 0.309048
7.841 0.305901
7.85101 0.302754
7.86101 0.299607
7.87101 0.29646
7.88101 0.293313
7.89101 0.290166
7.90101 0.287019
7.91101 0.283872
7.92102 0.280725
7.93102 0.277578
7.94102 0.274431
7.95102 0.271284
7.96102 0.268137
7.97102 0.26499
7.98102 0.261843
7.99102 0.258696
8.00103 0.255549
8.01103 0.252402
8.02103 0.249255
8.03103 0.246108
8.04103 0.242961
8.05103 0.239814
8.06103 0.236667
8.07103 0.23352
8.08104 0.230373
8.09104 0.227226
8.10104 0.224079
8.11104 0.224073
8.12104 0.224413
8.13104 0.224753
8.14104 0.225093
8.15104 0.225433
8.16105 0.225773
8.17105 0.226113
8.18105 0.226453
8.19105 0.226793
8.20105 0.227133
8.21105 0.227473
8.22105 0.227813
8.23105 0.228153
8.24106 0.228493
8.25106 0.228832
8.26106 0.229172
8.27106 0.229512
8.28106 0.229852
8.29106 0.230192
8.30106 0.230532
8.31107 0.230872
8.32107 0.231212
8.33107 0.231552
8.34107 0.231892
8.35107 0.232232
8.36107 0.232572
8.37107 0.232912
8.38107 0.233252
8.39108 0.233592
8.40108 0.233932
8.41108 0.234271
8.42108 0.234611
8.43108 0.234951
8.44108 0.235291
8.45108 0.235631
8.46108 0.235971
8.47109 0.236311
8.48109 0.236651
8.49109 0.236991
8.50109 0.237331
8.51109 0.237671
8.52109 0.238011
8.53109 0.238351
8.54109 0.238691
8.5511 0.239031
8.5611 0.239371
8.5711 0.23971
8.5811 0.24005
8.5911 0.24039
8.6011 0.24073
8.6111 0.24107
8.6211 0.24141
8.63111 0.24175
8.64111 0.24209
8.65111 0.24243
8.66111 0.24277
8.67111 0.24311
8.68111 0.24345
8.69111 0.24379
8.70112 0.24413
8.71112 0.24447
8.72112 0.24481
8.73112 0.245149
8.74112 0.245489
8.75112 0.245829
8.76112 0.246169
8.77112 0.246509
8.78113 0.246849
8.79113 0.247189
8.80113 0.247529
8.81113 0.247869
8.82113 0.248209
8.83113 0.248549
8.84113 0.248889
8.85113 0.249229
8.86114 0.249569
8.87114 0.249909
8.88114 0.250249
8.89114 0.250588
8.90114 0.250928
8.91114 0.251268
8.92114 0.251608
8.93114 0.251948
8.94115 0.252288
8.95115 0.252628
8.96115 0.252968
8.97115 0.253308
8.98115 0.253648
8.99115 0.253988
9.00115 0.254309
9.01115 0.254936
9.02116 0.255563
9.03116 0.25619
9.04116 0.256817
9.05116 0.257443
9.06116 0.25807
9.07116 0.258697
9.08116 0.259324
9.09117 0.259951
9.10117 0.260578
9.11117 0.261205
9.12117 0.261832
9.13117 0.262458
9.14117 0.263085
9.15117 0.263712
9.16117 0.264339
9.17118 0.264966
9.18118 0.265593
9.19118 0.26622
9.20118 0.266846
9.21118 0.267688
9.22118 0.267697
9.23118 0.267706
9.24118 0.267715
9.25119 0.267724
9.26119 0.267733
9.27119 0.267741
9.28119 0.26775
9.29119 0.267759
9.30119 0.267768
9.31119 0.267777
9.32119 0.267786
9.3312 0.267795
9.3412 0.267804
9.3512 0.267812
9.3612 0.267821
9.3712 0.26783
9.3812 0.267839
9.3912 0.267848
9.4012 0.267857
9.41121 0.267866
9.42121 0.267874
9.43121 0.267883
9.44121 0.267892
9.45121 0.267901
9.46121 0.26791
9.47121 0.267919
9.48122 0.267928
9.49122 0.267936
9.50122 0.267945
9.51122 0.267954
9.52122 0.267963
9.53122 0.267972
9.54122 0.267981
9.55122 0.26799
9.56123 0.267998
9.57123 0.268007
9.58123 0.268016
9.59123 0.268025
9.60123 0.268034
9.61123 0.268043
9.62123 0.268052
9.63123 0.268061
9.64124 0.268069
9.65124 0.268078
9.66124 0.268087
9.67124 0.268096
9.68124 0.268105
9.69124 0.268114
9.70124 0.268123
9.71124 0.268131
9.72125 0.26814
9.73125 0.268149
9.74125 0.268158
9.75125 0.268167
9.76125 0.268176
9.77125 0.268185
9.78125 0.268193
9.79125 0.268202
9.80126 0.268211
9.81126 0.26822
9.82126 0.268229
9.83126 0.268238
9.84126 0.268247
9.85126 0.268256
9.86126 0.268264
9.87127 0.268273
9.88127 0.268282
9.89127 0.268291
9.90127 0.2683
9.91127 0.268309
9.92127 0.268318
9.93127 0.268326
9.94127 0.268335
9.95128 0.268344
9.96128 0.268353
9.97128 0.268362
9.98128 0.268371
9.99128 0.26838
10.0013 0.268388
10.0113 0.268397
10.0213 0.268406
10.0313 0.268415
10.0413 0.268424
10.0513 0.268433
10.0613 0.268442
10.0713 0.268451
10.0813 0.268459
10.0913 0.268468
10.1013 0.268477
10.1113 0.268486
10.1213 0.268495
10.1313 0.268504
10.1413 0.268513
10.1513 0.268521
10.1613 0.26853
10.1713 0.268539
10.1813 0.268548
10.1913 0.268557
10.2013 0.268566
10.2113 0.268575
10.2213 0.268583
10.2313 0.268592
10.2413 0.268601
10.2513 0.26861
10.2613 0.268619
10.2713 0.268628
10.2813 0.268637
10.2913 0.268645
10.3013 0.268654
10.3113 0.268663
10.3213 0.268672
10.3313 0.268681
10.3413 0.26869
10.3513 0.268699
10.3613 0.268708
10.3713 0.268716
10.3813 0.268725
10.3913 0.268734
10.4013 0.268743
10.4113 0.268752
10.4213 0.268761
10.4313 0.26877
10.4413 0.268778
10.4513 0.268787
10.4613 0.268796
10.4713 0.268805
10.4813 0.268814
10.4913 0.268823
10.5013 0.268832
10.5113 0.26884
10.5213 0.268849
10.5313 0.268858
10.5414 0.268867
10.5514 0.268876
10.5614 0.268885
10.5714 0.268894
10.5814 0.268903
10.5914 0.268911
10.6014 0.26892
10.6114 0.268929
10.6214 0.268938
10.6314 0.268947
10.6414 0.268956
10.6514 0.268965
10.6614 0.268973
10.6714 0.268982
10.6814 0.268991
10.6914 0.269
10.7014 0.269009
10.7114 0.269018
10.7214 0.269027
10.7314 0.269035
10.7414 0.269044
10.7514 0.269053
10.7614 0.269062
10.7714 0.269071
10.7814 0.26908
10.7914 0.269089
10.8014 0.269098
10.8114 0.269106
10.8214 0.269115
10.8314 0.269124
10.8414 0.269133
10.8514 0.269142
10.8614 0.269151
10.8714 0.26916
10.8814 0.269168
10.8914 0.269177
10.9014 0.269186
10.9114 0.269195
10.9214 0.269204
10.9314 0.269213
10.9414 0.269222
10.9514 0.26923
10.9614 0.269239
10.9714 0.269248
10.9814 0.269257
10.9914 0.269266
11.0014 0.269275
11.0114 0.269284
11.0214 0.269293
11.0314 0.269301
11.0414 0.26931
11.0514 0.269319
11.0614 0.269328
11.0714 0.269337
11.0814 0.269346
11.0914 0.269355
11.1014 0.269363
11.1114 0.269372
11.1214 0.269381
11.1314 0.26939
11.1414 0.269399
11.1514 0.269408
11.1614 0.269417
11.1714 0.269425
11.1814 0.269434
11.1914 0.269443
11.2014 0.269452
11.2114 0.269461
11.2214 0.26947
11.2314 0.269479
11.2414 0.269488
11.2514 0.269496
11.2614 0.269505
11.2714 0.269514
11.2814 0.269523
11.2914 0.269532
11.3014 0.269541
11.3114 0.26955
11.3215 0.269558
11.3315 0.269567
11.3415 0.269576
11.3515 0.269585
11.3615 0.269594
11.3715 0.269603
11.3815 0.269612
11.3915 0.26962
11.4015 0.269629
11.4115 0.269638
11.4215 0.269647
11.4315 0.269656
11.4415 0.269665
11.4515 0.269674
11.4615 0.269683
11.4715 0.269691
11.4815 0.2697
11.4915 0.269709
11.5015 0.269718
11.5115 0.269727
11.5215 0.269736
11.5315 0.269745
11.5415 0.269753
11.5515 0.269762
11.5615 0.269771
11.5715 0.26978
11.5815 0.269789
11.5915 0.269798
11.6015 0.269807
11.6115 0.269815
11.6215 0.269824
11.6315 0.269833
11.6415 0.269842
11.6515 0.269851
11.6615 0.26986
11.6715 0.269869
11.6815 0.269878
11.6915 0.269886
11.7015 0.269895
11.7115 0.269904
11.7215 0.269913
11.7315 0.269922
11.7415 0.269931
11.7515 0.26994
11.7615 0.269948
11.7715 0.269957
11.7815 0.269966
11.7915 0.269975
11.8015 0.269984
11.8115 0.269993
11.8215 0.270002
11.8315 0.27001
11.8415 0.270019
11.8515 0.270028
11.8615 0.270037
11.8715 0.270046
11.8815 0.270055
11.8915 0.270064
11.9015 0.270073
11.9115 0.270081
11.9215 0.27009
11.9315 0.270099
11.9415 0.270108
11.9515 0.270117
11.9615 0.270126
11.9715 0.270135
11.9815 0.270143
11.9915 0.270152
12.0015 0.270161
12.0115 0.27017
12.0215 0.270179
12.0315 0.270188
12.0415 0.270197
12.0515 0.270205
12.0615 0.270214
12.0715 0.270223
12.0815 0.270232
12.0915 0.270241
12.1016 0.27025
12.1116 0.270259
12.1216 0.270268
12.1316 0.270276
12.1416 0.270285
12.1516 0.270294
12.1616 0.270303
12.1716 0.270312
12.1816 0.270321
12.1916 0.27033
12.2016 0.270338
12.2116 0.270347
12.2216 0.270356
12.2316 0.270365
12.2416 0.270374
12.2516 0.270383
12.2616 0.270392
12.2716 0.2704
12.2816 0.270409
12.2916 0.270418
12.3016 0.270427
12.3116 0.270436
12.3216 0.270445
12.3316 0.270454
12.3416 0.270463
12.3516 0.270471
12.3616 0.27048
12.3716 0.270489
12.3816 0.270498
12.3916 0.270507
12.4016 0.270516
12.4116 0.270525
12.4216 0.270533
12.4316 0.270542
12.4416 0.270551
12.4516 0.27056
12.4616 0.270569
12.4716 0.270578
12.4816 0.270587
12.4916 0.270595
12.5016 0.270604
12.5116 0.270613
12.5216 0.270622
12.5316 0.270631
12.5416 0.27064
12.5516 0.270649
12.5616 0.270658
12.5716 0.270666
12.5816 0.270675
12.5916 0.270684
12.6016 0.270693
12.6116 0.270702
12.6216 0.270711
12.6316 0.27072
12.6416 0.270728
12.6516 0.270737
12.6616 0.270746
12.6716 0.270755
12.6816 0.270764
12.6916 0.270773
12.7016 0.270782
12.7116 0.27079
12.7216 0.270799
12.7316 0.270808
12.7416 0.270817
12.7516 0.270826
12.7616 0.270835
12.7716 0.270844
12.7816 0.270853
12.7916 0.270861
12.8016 0.27087
12.8116 0.270879
12.8216 0.270888
12.8316 0.270897
12.8416 0.270906
12.8516 0.270915
12.8616 0.270923
12.8716 0.270932
12.8817 0.270941
12.8917 0.27095
12.9017 0.270959
12.9117 0.270968
12.9217 0.270977
12.9317 0.270985
12.9417 0.270994
12.9517 0.271003
12.9617 0.271012
12.9717 0.271021
12.9817 0.27103
12.9917 0.271039
13.0017 0.271047
13.0117 0.271056
13.0217 0.271065
13.0317 0.271074
13.0417 0.271083
13.0517 0.271092
13.0617 0.271101
13.0717 0.27111
13.0817 0.271118
13.0917 0.271127
13.1017 0.271136
13.1117 0.271145
13.1217 0.271154
13.1317 0.271163
13.1417 0.271172
13.1517 0.27118
13.1617 0.271189
13.1717 0.271198
13.1817 0.271207
13.1917 0.271216
13.2017 0.271225
13.2117 0.271234
13.2217 0.271242
13.2317 0.271251
13.2417 0.27126
13.2517 0.271269
13.2617 0.271278
13.2717 0.271287
13.2817 0.271296
13.2917 0.271305
13.3017 0.271313
13.3117 0.271322
13.3217 0.271331
13.3317 0.27134
13.3417 0.271349
13.3517 0.271358
13.3617 0.271367
13.3717 0.271375
13.3817 0.271384
13.3917 0.271393
13.4017 0.271402
13.4117 0.271411
13.4217 0.27142
13.4317 0.271429
13.4417 0.271437
13.4517 0.271446
13.4617 0.271455
13.4717 0.271464
13.4817 0.271473
13.4917 0.271482
13.5017 0.271491
13.5117 0.271499
13.5217 0.271508
13.5317 0.271517
13.5417 0.271526
13.5517 0.271535
13.5617 0.271544
13.5717 0.271553
13.5817 0.271562
13.5917 0.27157
13.6017 0.271579
13.6117 0.271588
13.6217 0.271597
13.6317 0.271606
13.6417 0.271615
13.6517 0.271624
13.6618 0.271632
13.6718 0.271641
13.6818 0.27165
13.6918 0.271659
13.7018 0.271668
