#########################################################################
:FileType xy  ASCII  EnSim 1.0
# Canadian Hydraulics Centre/National Research Council (c) 1998-2012
# DataType                 XY DataObject
#
:Application              BlueKenue
35.1998 1.82499
35.2998 1.82476
35.3998 1.82453
35.4998 1.8243
35.5998 1.82407
35.6998 1.82384
35.7998 1.82361
35.8998 1.82338
35.9998 1.82315
36.0998 1.82292
36.1998 1.82269
36.2998 1.82246
36.3998 1.82223
36.4998 1.822
36.5998 1.82177
36.6998 1.82154
36.7998 1.82131
36.8998 1.82108
36.9998 1.82085
37.0998 1.82062
37.1998 1.82039
37.2998 1.82016
37.3998 1.81993
37.4998 1.8197
37.5998 1.81947
37.6998 1.81924
37.7998 1.81901
37.8998 1.81878
37.9998 1.81855
38.0998 1.81832
38.1998 1.81809
38.2998 1.81786
38.3998 1.81763
38.4998 1.8174
38.5998 1.81717
38.6998 1.81694
38.7998 1.81671
38.8998 1.81648
38.9998 1.81625
39.0998 1.81602
39.1998 1.81579
39.2998 1.81555
39.3998 1.81532
39.4998 1.81509
39.5998 1.81486
39.6998 1.81463
39.7998 1.8144
39.8998 1.81417
39.9998 1.81394
40.0998 1.81371
40.1998 1.81348
40.2998 1.81324
40.3998 1.81301
40.4998 1.81278
40.5998 1.81255
40.6998 1.81232
40.7998 1.81209
40.8998 1.81186
40.9998 1.81163
41.0998 1.81139
41.1998 1.81116
41.2998 1.81093
41.3998 1.8107
41.4998 1.81047
41.5998 1.81024
41.6998 1.81001
41.7998 1.80977
41.8998 1.80954
41.9998 1.80931
42.0998 1.80908
42.1998 1.80885
42.2998 1.80862
42.3998 1.80838
42.4998 1.80815
42.5998 1.80792
42.6998 1.80769
42.7998 1.80746
42.8998 1.80722
42.9998 1.80699
43.0998 1.80676
43.1998 1.80653
43.2998 1.8063
43.3998 1.80606
43.4998 1.80583
43.5998 1.8056
43.6998 1.80537
43.7998 1.80513
43.8998 1.8049
43.9998 1.80467
44.0998 1.80444
44.1998 1.8042
44.2998 1.80397
44.3998 1.80374
44.4998 1.80351
44.5998 1.80327
44.6998 1.80304
44.7998 1.80281
44.8998 1.80258
44.9998 1.80234
45.0997 1.80211
45.1997 1.80188
45.2997 1.80165
45.3997 1.80141
45.4997 1.80118
45.5997 1.80095
45.6997 1.80071
45.7997 1.80048
45.8997 1.80025
45.9997 1.80001
46.0997 1.79978
46.1997 1.79955
46.2997 1.79931
46.3997 1.79908
46.4997 1.79885
46.5997 1.79861
46.6997 1.79838
46.7997 1.79815
46.8997 1.79791
46.9997 1.79768
47.0997 1.79745
47.1997 1.79721
47.2997 1.79698
47.3997 1.79675
47.4997 1.79651
47.5997 1.79628
47.6997 1.79604
47.7997 1.79581
47.8997 1.79558
47.9997 1.79534
48.0997 1.79511
48.1997 1.79487
48.2997 1.79464
48.3997 1.79441
48.4997 1.79417
48.5997 1.79394
48.6997 1.7937
48.7997 1.79347
48.8997 1.79324
48.9997 1.793
49.0997 1.79277
49.1997 1.79253
49.2997 1.7923
49.3997 1.79206
49.4997 1.79183
49.5997 1.7916
49.6997 1.79136
49.7997 1.79113
49.8997 1.79089
49.9997 1.79066
50.0997 1.79042
50.1997 1.79019
50.2997 1.78995
50.3997 1.78972
50.4997 1.78948
50.5997 1.78925
50.6997 1.78901
50.7997 1.78878
50.8997 1.78854
50.9997 1.78831
51.0997 1.78807
51.1997 1.78784
51.2997 1.7876
51.3997 1.78737
51.4997 1.78713
51.5997 1.7869
51.6997 1.78666
51.7997 1.78643
51.8997 1.78619
51.9997 1.78595
52.0997 1.78572
52.1997 1.78548
52.2997 1.78525
52.3997 1.78501
52.4997 1.78478
52.5997 1.78454
52.6997 1.7843
52.7997 1.78407
52.8997 1.78383
52.9997 1.7836
53.0997 1.78336
53.1997 1.78312
53.2997 1.78289
53.3997 1.78265
53.4997 1.78242
53.5997 1.78218
53.6997 1.78194
53.7997 1.78171
53.8997 1.78147
53.9997 1.78124
54.0997 1.781
54.1997 1.78076
54.2997 1.78053
54.3997 1.78029
54.4997 1.78005
54.5997 1.77982
54.6997 1.77958
54.7997 1.77934
54.8997 1.77911
54.9997 1.77887
55.0997 1.77863
55.1997 1.7784
55.2997 1.77816
55.3997 1.77792
55.4997 1.77769
55.5997 1.77745
55.6997 1.77721
55.7997 1.77697
55.8997 1.77674
55.9997 1.7765
56.0997 1.77626
56.1997 1.77603
56.2997 1.77579
56.3997 1.77555
56.4997 1.77531
56.5997 1.77508
56.6997 1.77484
56.7997 1.7746
56.8997 1.77436
56.9997 1.77413
57.0997 1.77389
57.1997 1.77365
57.2997 1.77341
57.3997 1.77318
57.4997 1.77294
57.5997 1.7727
57.6997 1.77246
57.7997 1.77222
57.8997 1.77199
57.9997 1.77175
58.0997 1.77151
58.1997 1.77127
58.2997 1.77103
58.3997 1.7708
58.4997 1.77056
58.5997 1.77032
58.6997 1.77008
58.7997 1.76984
58.8997 1.7696
58.9997 1.76936
59.0997 1.76913
59.1997 1.76889
59.2997 1.76865
59.3997 1.76841
59.4997 1.76817
59.5997 1.76793
59.6997 1.76769
59.7997 1.76745
59.8997 1.76722
59.9997 1.76698
60.0997 1.76674
60.1997 1.7665
60.2997 1.76626
60.3997 1.76602
60.4997 1.76578
60.5997 1.76554
60.6997 1.7653
60.7997 1.76506
60.8997 1.76482
60.9997 1.76459
61.0997 1.76435
61.1997 1.76411
61.2997 1.76387
61.3997 1.76363
61.4997 1.76339
61.5997 1.76315
61.6997 1.76291
61.7997 1.76267
61.8997 1.76243
61.9997 1.76219
62.0997 1.76195
62.1997 1.76171
62.2997 1.76147
62.3997 1.76123
62.4997 1.76099
62.5997 1.76075
62.6997 1.76051
62.7997 1.76027
62.8997 1.76003
62.9996 1.75979
63.0996 1.75955
63.1996 1.75931
63.2996 1.75907
63.3996 1.75883
63.4996 1.75859
63.5996 1.75835
63.6996 1.7581
63.7996 1.75786
63.8996 1.75762
63.9996 1.75738
64.0996 1.75714
64.1996 1.7569
64.2996 1.75666
64.3996 1.75642
64.4996 1.75618
64.5996 1.75594
64.6996 1.75569
64.7996 1.75545
64.8996 1.75521
64.9996 1.75497
65.0996 1.75473
65.1996 1.75449
65.2996 1.75425
65.3996 1.75401
65.4996 1.75376
65.5996 1.75352
65.6996 1.75328
65.7996 1.75304
65.8996 1.7528
65.9996 1.75256
66.0996 1.75231
66.1996 1.75207
66.2996 1.75183
66.3996 1.75159
66.4996 1.75135
66.5996 1.7511
66.6996 1.75086
66.7996 1.75062
66.8996 1.75038
66.9996 1.75013
67.0996 1.74989
67.1996 1.74965
67.2996 1.74941
67.3996 1.74916
67.4996 1.74892
67.5996 1.74868
67.6996 1.74844
67.7996 1.74819
67.8996 1.74795
67.9996 1.74771
68.0996 1.74747
68.1996 1.74722
68.2996 1.74698
68.3996 1.74674
68.4996 1.74649
68.5996 1.74625
68.6996 1.74601
68.7996 1.74576
68.8996 1.74552
68.9996 1.74528
69.0996 1.74503
69.1996 1.74479
69.2996 1.74455
69.3996 1.7443
69.4996 1.74406
69.5996 1.74382
69.6996 1.74357
69.7996 1.74333
69.8996 1.74308
69.9996 1.74284
70.0996 1.7426
70.1996 1.74235
70.2996 1.74211
70.3996 1.74187
70.4996 1.74162
70.5996 1.74138
70.6996 1.74113
70.7996 1.74089
70.8996 1.74064
70.9996 1.7404
71.0996 1.74016
71.1996 1.73991
71.2996 1.73967
71.3996 1.73942
71.4996 1.73918
71.5996 1.73893
71.6996 1.73869
71.7996 1.73844
71.8996 1.7382
71.9996 1.73795
72.0996 1.73771
72.1996 1.73746
72.2996 1.73722
72.3996 1.73697
72.4996 1.73673
72.5996 1.73648
72.6996 1.73624
72.7996 1.73599
72.8996 1.73575
72.9996 1.7355
73.0996 1.73526
73.1996 1.73501
73.2996 1.73476
73.3996 1.73452
73.4996 1.73427
73.5996 1.73403
73.6996 1.73378
73.7996 1.73353
73.8996 1.73329
73.9996 1.73304
74.0996 1.7328
74.1996 1.73255
74.2996 1.73231
74.3996 1.73206
74.4996 1.73181
74.5996 1.73157
74.6996 1.73132
74.7996 1.73107
74.8996 1.73083
74.9996 1.73058
75.0996 1.73033
75.1996 1.73009
75.2996 1.72984
75.3996 1.72959
75.4996 1.72935
75.5996 1.7291
75.6996 1.72885
75.7996 1.72861
75.8996 1.72836
75.9996 1.72811
76.0996 1.72786
76.1996 1.72762
76.2996 1.72737
76.3996 1.72712
76.4996 1.72687
76.5996 1.72663
76.6996 1.72638
76.7996 1.72613
76.8996 1.72588
76.9996 1.72564
77.0996 1.72539
77.1996 1.72514
77.2996 1.72489
77.3996 1.72464
77.4996 1.7244
77.5996 1.72415
77.6996 1.7239
77.7996 1.72365
77.8996 1.7234
77.9996 1.72316
78.0996 1.72291
78.1996 1.72266
78.2996 1.72241
78.3996 1.72216
78.4996 1.72191
78.5996 1.72166
78.6996 1.72142
78.7996 1.72117
78.8996 1.72092
78.9996 1.72067
79.0996 1.72042
79.1996 1.72017
79.2996 1.71992
79.3996 1.71967
79.4996 1.71942
79.5996 1.71918
79.6996 1.71893
79.7996 1.71868
79.8996 1.71843
79.9996 1.71818
80.0996 1.71793
80.1996 1.71768
80.2996 1.71743
80.3996 1.71718
80.4996 1.71693
80.5996 1.71668
80.6996 1.71643
80.7996 1.71618
80.8996 1.71593
80.9996 1.71568
81.0995 1.71543
81.1995 1.71518
81.2995 1.71493
81.3995 1.71468
81.4995 1.71443
81.5995 1.71417
81.6995 1.71392
81.7995 1.71367
81.8995 1.71342
81.9995 1.71317
82.0995 1.71292
82.1995 1.71267
82.2995 1.71242
82.3995 1.71217
82.4995 1.71192
82.5995 1.71167
82.6995 1.71141
82.7995 1.71116
82.8995 1.71091
82.9995 1.71066
83.0995 1.71041
83.1995 1.71016
83.2995 1.70991
83.3995 1.70965
83.4995 1.7094
83.5995 1.70915
83.6995 1.7089
83.7995 1.70865
83.8995 1.7084
83.9995 1.70814
84.0995 1.70789
84.1995 1.70764
84.2995 1.70739
84.3995 1.70713
84.4995 1.70688
84.5995 1.70663
84.6995 1.70638
84.7995 1.70612
84.8995 1.70587
84.9995 1.70562
85.0995 1.70537
85.1995 1.70511
85.2995 1.70486
85.3995 1.70461
85.4995 1.70435
85.5995 1.7041
85.6995 1.70385
85.7995 1.70359
85.8995 1.70334
85.9995 1.70309
86.0995 1.70283
86.1995 1.70258
86.2995 1.70233
86.3995 1.70207
86.4995 1.70182
86.5995 1.70157
86.6995 1.70131
86.7995 1.70106
86.8995 1.7008
86.9995 1.70055
87.0995 1.70029
87.1995 1.70004
87.2995 1.69979
87.3995 1.69953
87.4995 1.69928
87.5995 1.69902
87.6995 1.69877
87.7995 1.69851
87.8995 1.69826
87.9995 1.698
88.0995 1.69775
88.1995 1.69749
88.2995 1.69724
88.3995 1.69698
88.4995 1.69673
88.5995 1.69647
88.6995 1.69622
88.7995 1.69596
88.8995 1.69571
88.9995 1.69545
89.0995 1.6952
89.1995 1.69494
89.2995 1.69468
89.3995 1.69443
89.4995 1.69417
89.5995 1.69392
89.6995 1.69366
89.7995 1.6934
89.8995 1.69315
89.9995 1.69289
90.0995 1.69264
90.1995 1.69238
90.2995 1.69213
90.3995 1.69187
90.4995 1.69161
90.5995 1.69135
90.6995 1.6911
90.7995 1.69084
90.8995 1.69058
90.9995 1.69033
91.0995 1.69007
91.1995 1.68981
91.2995 1.68956
91.3995 1.6893
91.4995 1.68904
91.5995 1.68878
91.6995 1.68853
91.7995 1.68827
91.8995 1.68801
91.9995 1.68775
92.0995 1.6875
92.1995 1.68724
92.2995 1.68698
92.3995 1.68672
92.4995 1.68646
92.5995 1.68621
92.6995 1.68595
92.7995 1.68569
92.8995 1.68543
92.9995 1.68517
93.0995 1.68491
93.1995 1.68465
93.2995 1.6844
93.3995 1.68414
93.4995 1.68388
93.5995 1.68362
93.6995 1.68336
93.7995 1.6831
93.8995 1.68284
93.9995 1.68258
94.0995 1.68232
94.1995 1.68206
94.2995 1.6818
94.3995 1.68154
94.4995 1.68128
94.5995 1.68102
94.6995 1.68077
94.7995 1.68051
94.8995 1.68025
94.9995 1.67998
95.0995 1.67972
95.1995 1.67946
95.2995 1.6792
95.3995 1.67894
95.4995 1.67868
95.5995 1.67842
95.6995 1.67816
95.7995 1.6779
95.8995 1.67764
95.9995 1.67738
96.0995 1.67712
96.1995 1.67686
96.2995 1.6766
96.3995 1.67634
96.4995 1.67608
96.5995 1.67581
96.6995 1.67555
96.7995 1.67529
96.8995 1.67503
96.9995 1.67477
97.0995 1.67451
97.1995 1.67424
97.2995 1.67398
97.3995 1.67372
97.4995 1.67346
97.5995 1.6732
97.6995 1.67293
97.7995 1.67267
97.8995 1.67241
97.9995 1.67215
98.0995 1.67189
98.1995 1.67162
98.2995 1.67136
98.3995 1.6711
98.4995 1.67083
98.5995 1.67057
98.6995 1.67031
98.7995 1.67004
98.8995 1.66978
98.9995 1.66952
99.0994 1.66925
99.1994 1.66899
99.2994 1.66873
99.3994 1.66846
99.4994 1.6682
99.5994 1.66794
99.6994 1.66767
99.7994 1.66741
99.8994 1.66714
99.9994 1.66688
100.099 1.66662
100.199 1.66635
100.299 1.66609
100.399 1.66582
100.499 1.66556
100.599 1.66529
100.699 1.66503
100.799 1.66476
100.899 1.6645
100.999 1.66423
101.099 1.66397
101.199 1.6637
101.299 1.66344
101.399 1.66317
101.499 1.66291
101.599 1.66264
101.699 1.66237
101.799 1.66211
101.899 1.66184
101.999 1.66158
102.099 1.66131
102.199 1.66104
102.299 1.66078
102.399 1.66051
102.499 1.66025
102.599 1.65998
102.699 1.65971
102.799 1.65945
102.899 1.65918
102.999 1.65891
103.099 1.65864
103.199 1.65838
103.299 1.65811
103.399 1.65784
103.499 1.65758
103.599 1.65731
103.699 1.65704
103.799 1.65677
103.899 1.65651
103.999 1.65624
104.099 1.65597
104.199 1.6557
104.299 1.65543
104.399 1.65516
104.499 1.6549
104.599 1.65463
104.699 1.65436
104.799 1.65409
104.899 1.65382
104.999 1.65355
105.099 1.65329
105.199 1.65302
105.299 1.65275
105.399 1.65248
105.499 1.65221
105.599 1.65194
105.699 1.65167
105.799 1.6514
105.899 1.65113
105.999 1.65086
106.099 1.65059
106.199 1.65032
106.299 1.65005
106.399 1.64978
106.499 1.64951
106.599 1.64924
106.699 1.64897
106.799 1.6487
106.899 1.64843
106.999 1.64816
107.099 1.64789
107.199 1.64762
107.299 1.64735
107.399 1.64708
107.499 1.6468
107.599 1.64653
107.699 1.64626
107.799 1.64599
107.899 1.64572
107.999 1.64545
108.099 1.64517
108.199 1.6449
108.299 1.64463
108.399 1.64436
108.499 1.64409
108.599 1.64381
108.699 1.64354
108.799 1.64327
108.899 1.643
108.999 1.64272
109.099 1.64245
109.199 1.64218
109.299 1.64191
109.399 1.64163
109.499 1.64136
109.599 1.64109
109.699 1.64082
109.799 1.64054
109.899 1.64027
109.999 1.63999
110.099 1.63972
110.199 1.63944
110.299 1.63917
110.399 1.6389
110.499 1.63862
110.599 1.63835
110.699 1.63807
110.799 1.6378
110.899 1.63752
110.999 1.63725
111.099 1.63698
111.199 1.6367
111.299 1.63643
111.399 1.63615
111.499 1.63588
111.599 1.6356
111.699 1.63532
111.799 1.63505
111.899 1.63477
111.999 1.6345
112.099 1.63422
112.199 1.63394
112.299 1.63367
112.399 1.63339
112.499 1.63312
112.599 1.63284
112.699 1.63256
112.799 1.63229
112.899 1.63201
112.999 1.63173
113.099 1.63145
113.199 1.63118
113.299 1.6309
113.399 1.63062
113.499 1.63034
113.599 1.63007
113.699 1.62979
113.799 1.62951
113.899 1.62923
113.999 1.62896
114.099 1.62868
114.199 1.6284
114.299 1.62812
114.399 1.62784
114.499 1.62756
114.599 1.62728
114.699 1.627
114.799 1.62673
114.899 1.62645
114.999 1.62617
115.099 1.62589
115.199 1.62561
115.299 1.62533
115.399 1.62505
115.499 1.62477
115.599 1.62449
115.699 1.62421
115.799 1.62393
115.899 1.62365
115.999 1.62337
116.099 1.62309
116.199 1.62281
116.299 1.62253
116.399 1.62224
116.499 1.62196
116.599 1.62168
116.699 1.6214
116.799 1.62112
116.899 1.62084
116.999 1.62056
117.099 1.62028
117.199 1.61999
117.299 1.61971
117.399 1.61943
117.499 1.61915
117.599 1.61886
117.699 1.61858
117.799 1.6183
117.899 1.61802
117.999 1.61773
118.099 1.61745
118.199 1.61717
118.299 1.61689
118.399 1.6166
118.499 1.61632
118.599 1.61604
118.699 1.61575
118.799 1.61547
118.899 1.61518
118.999 1.6149
119.099 1.61461
119.199 1.61433
119.299 1.61405
119.399 1.61376
119.499 1.61348
119.599 1.61319
119.699 1.61291
119.799 1.61262
119.899 1.61234
119.999 1.61205
120.099 1.61177
120.199 1.61148
120.299 1.6112
120.399 1.61091
120.499 1.61062
120.599 1.61034
120.699 1.61005
120.799 1.60977
120.899 1.60948
120.999 1.60919
121.099 1.60891
121.199 1.60862
121.299 1.60833
121.399 1.60804
121.499 1.60776
121.599 1.60747
121.699 1.60718
121.799 1.60689
121.899 1.6066
121.999 1.60632
122.099 1.60603
122.199 1.60574
122.299 1.60545
122.399 1.60517
122.499 1.60488
122.599 1.60459
122.699 1.6043
122.799 1.60401
122.899 1.60372
122.999 1.60343
123.099 1.60314
123.199 1.60285
123.299 1.60256
123.399 1.60227
123.499 1.60198
123.599 1.60169
123.699 1.6014
123.799 1.60111
123.899 1.60082
123.999 1.60053
124.099 1.60024
124.199 1.59995
124.299 1.59966
124.399 1.59936
124.499 1.59907
124.599 1.59878
124.699 1.59849
124.799 1.5982
124.899 1.59791
124.999 1.59762
125.099 1.59732
125.199 1.59703
125.299 1.59674
125.399 1.59645
125.499 1.59615
125.599 1.59586
125.699 1.59557
125.799 1.59527
125.899 1.59498
125.999 1.59469
126.099 1.59439
126.199 1.5941
126.299 1.5938
126.399 1.59351
126.499 1.59322
126.599 1.59292
126.699 1.59263
126.799 1.59233
126.899 1.59204
126.999 1.59174
127.099 1.59145
127.199 1.59115
127.299 1.59086
127.399 1.59056
127.499 1.59026
127.599 1.58997
127.699 1.58967
127.799 1.58938
127.899 1.58908
127.999 1.58878
128.099 1.58849
128.199 1.58819
128.299 1.58789
128.399 1.5876
128.499 1.5873
128.599 1.587
128.699 1.5867
128.799 1.5864
128.899 1.58611
128.999 1.58581
129.099 1.58551
129.199 1.58521
129.299 1.58491
129.399 1.58461
129.499 1.58432
129.599 1.58402
129.699 1.58372
129.799 1.58342
129.899 1.58312
129.999 1.58282
130.099 1.58252
130.199 1.58222
130.299 1.58192
130.399 1.58162
130.499 1.58132
130.599 1.58102
130.699 1.58072
130.799 1.58041
130.899 1.58011
130.999 1.57981
131.099 1.57951
131.199 1.57921
131.299 1.57891
131.399 1.5786
131.499 1.5783
131.599 1.578
131.699 1.5777
131.799 1.57739
131.899 1.57709
131.999 1.57679
132.099 1.57649
132.199 1.57618
132.299 1.57588
132.399 1.57557
132.499 1.57527
132.599 1.57497
132.699 1.57466
132.799 1.57436
132.899 1.57405
132.999 1.57375
133.099 1.57344
133.199 1.57314
133.299 1.57283
133.399 1.57253
133.499 1.57222
133.599 1.57192
133.699 1.57161
133.799 1.5713
133.899 1.571
133.999 1.57069
134.099 1.57038
134.199 1.57008
134.299 1.56977
134.399 1.56946
134.499 1.56916
134.599 1.56885
134.699 1.56854
134.799 1.56823
134.899 1.56792
134.999 1.56762
135.099 1.56731
135.199 1.567
135.299 1.56669
135.399 1.56638
135.499 1.56607
135.599 1.56576
135.699 1.56545
135.799 1.56514
135.899 1.56483
135.999 1.56452
136.099 1.56421
136.199 1.5639
136.299 1.56359
136.399 1.56328
136.499 1.56297
136.599 1.56266
136.699 1.56234
136.799 1.56203
136.899 1.56172
136.999 1.56141
137.099 1.5611
137.199 1.56079
137.299 1.56047
137.399 1.56016
137.499 1.55985
137.599 1.55953
137.699 1.55922
137.799 1.5589
137.899 1.55859
137.999 1.55828
138.099 1.55796
138.199 1.55765
138.299 1.55734
138.399 1.55702
138.499 1.55671
138.599 1.55639
138.699 1.55607
138.799 1.55576
138.899 1.55544
138.999 1.55513
139.099 1.55481
139.199 1.55449
139.299 1.55418
139.399 1.55386
139.499 1.55355
139.599 1.55323
139.699 1.55291
139.799 1.55259
139.899 1.55227
139.999 1.55195
140.099 1.55164
140.199 1.55132
140.299 1.551
140.399 1.55068
140.499 1.55036
140.599 1.55004
140.699 1.54972
140.799 1.5494
140.899 1.54908
140.999 1.54876
141.099 1.54844
141.199 1.54812
